# File example01.mhd
0,0.171592,0,0.275735,0,0.994642,0.0437195,0.00993539,0.06196,0,0.285296,0.602683,0.633982,0.160399,0,1,0,0,0,0,0,549,443,15,20,1.33333,1.05263,0.0963158,0.068625,0.604789,0.509022,0.500158,0.041349,0.362383,0.742625,0.495396,0.495334,0.00478253,0.483087,0.505103,0.499938,0.49968,0.00052418,0.499336,0.500662,0.917572,1,0.166283,0.500011,1
0,0.130147,0,0.213859,0,0.64367,0.0198471,0,0.0282251,0,0.103132,0.615822,0.632042,0.105075,0.329494,0.782192,0,0,0,0,0,463,385,16,28,1.75,1.64706,0.0607931,0.0210915,0.621182,0.502703,0.500419,0.0136166,0.472164,0.557036,0.497871,0.498047,0.00283678,0.491258,0.503026,0.500262,0.500337,0.000295496,0.499337,0.500632,0.872805,1,0.190754,0.5,1
0,0.103323,0,0.19785,0,0.592096,0.0225921,0.0137937,0.0270607,0,0.107955,0.6256,0.657356,0.114641,0.38272,0.80998,0,0,0,0,0,477,379,14,23,1.64286,1.53333,0.0987578,0.0392044,0.643673,0.512914,0.50793,0.0254367,0.458758,0.640767,0.49636,0.496432,0.00329764,0.488225,0.503422,0.499724,0.499562,0.00035643,0.499354,0.50065,0.896036,1,0.180904,0.500027,1
0,0.1084,0,0.210765,0,0.766912,0.0240876,0.015237,0.0284819,0,0.130849,0.624982,0.65982,0.120699,0.348627,0.821872,0,0,0,0,0,355,290,12,18,1.5,1.2,0.109568,0.0608711,0.690844,0.503721,0.501934,0.0104915,0.480341,0.557325,0.49764,0.497601,0.00200113,0.492449,0.501725,0.500324,0.500394,0.000229321,0.499342,0.50065,0.827165,1,0.220205,0.5,1
0,0.0992932,0,0.198314,0,0.604153,0.0222629,0.0106234,0.0287547,0,0.13347,0.627872,0.652893,0.126762,0.34639,0.818147,0,0,0,0,0,287,228,11,20,1.81818,1.42857,0.0931818,0.035875,0.762569,0.508607,0.499577,0.0317643,0.436429,0.610654,0.495465,0.495297,0.00499789,0.485743,0.504566,0.499655,0.499415,0.0004597,0.499336,0.500662,0.90904,1,0.17865,0.500013,1
0,0.102182,0,0.199865,0,0.588748,0.0229652,0.0124047,0.0275708,0,0.126084,0.62943,0.67538,0.127217,0.34409,0.808985,0,0,0,0,0,259,199,8,16,2,1.23077,0.155649,0.0632324,0.815904,0.513935,0.507965,0.0205527,0.475949,0.591308,0.495984,0.495836,0.00342686,0.487857,0.502805,0.500318,0.500409,0.000293334,0.499342,0.500664,0.900295,1,0.176445,0.500339,1
0,0.112121,0,0.204499,0,0.582719,0.0210228,0,0.0279646,0,0.112593,0.615193,0.628197,0.0995854,0.393234,0.774897,0,0,0,0,0,185,168,6,23,3.83333,2.09091,0.121871,0.0152051,0.772261,0.495763,0.497467,0.0132921,0.46038,0.540304,0.496987,0.496989,0.00357328,0.489598,0.503876,0.499959,0.499724,0.000473835,0.499337,0.50066,0.879378,1,0.187824,0.500002,1
0,0.104453,0,0.196447,0,0.569993,0.0264406,0.0135781,0.0323747,0,0.154991,0.624773,0.661776,0.129452,0.297363,0.814014,0,0,0,0,0,194,162,10,14,1.4,1.07692,0.106593,0.0706997,0.826631,0.508087,0.505002,0.0172721,0.469226,0.575222,0.496084,0.496109,0.00396152,0.486923,0.503409,0.499672,0.499545,0.000311191,0.49934,0.500627,0.914954,1,0.158726,0.503026,1
0,0.197479,0,0.247648,0,0.703282,0.0110317,0,0.0193812,0,0.0866526,0.596715,0.654251,0.169807,0.272124,0.877022,0,0,0,0,0,141,128,4,11,2.75,1.22222,0.356061,0.105935,0.845724,0.513485,0.504061,0.0282789,0.471655,0.640113,0.495582,0.495468,0.00403806,0.486074,0.503664,0.499882,0.499571,0.00052719,0.499336,0.500664,0.902374,1,0.175718,0.500685,1
0,0.274847,0.253851,0.132589,0.0723376,0.508372,0.0932853,0.0895916,0.0400211,0.0200006,0.167889,0.527932,0.547889,0.0954258,0.347342,0.700105,0.128471,0,0.212655,0,0.526316,128,116,6,18,3,1.5,0.0987654,0.0219479,0.874932,0.522321,0.46322,0.413602,0,1,0.483272,0.486737,0.0134989,0.444563,0.505178,0.499911,0.499851,0.000444555,0.499337,0.500657,0.998156,1,0.0214418,0.716991,1
